Region,Virus,WeekNumber,Week-end-date,tests,detections,positivity
Quebec,SARS-CoV-2,34,2024-08-24,"8,755","1,847",21.1
Quebec,Influenza,35,2023-09-02,"3,339",13,0.4
Quebec,Influenza,36,2023-09-09,"3,649",8,0.2
Quebec,Influenza,37,2023-09-16,"4,174",20,0.5
Quebec,Influenza,38,2023-09-23,"4,734",14,0.3
Quebec,Influenza,39,2023-09-30,"4,847",14,0.3
Quebec,Influenza,40,2023-10-07,"5,628",23,0.4
Quebec,Influenza,41,2023-10-14,"4,978",14,0.3
Quebec,Influenza,42,2023-10-21,"5,110",20,0.4
Quebec,Influenza,43,2023-10-28,"5,450",41,0.8
Quebec,Influenza,44,2023-11-04,"5,705",40,0.7
Quebec,Influenza,45,2023-11-11,"5,970",54,0.9
Quebec,Influenza,46,2023-11-18,"6,454",94,1.5
Quebec,Influenza,47,2023-11-25,"6,561",138,2.1
Quebec,Influenza,48,2023-12-02,"7,199",283,3.9
Quebec,Influenza,49,2023-12-09,"8,141",591,7.3
Quebec,Influenza,50,2023-12-16,"10,087","1,185",11.7
Quebec,Influenza,51,2023-12-23,"12,090","1,873",15.5
Quebec,Influenza,52,2023-12-30,"13,501","2,624",19.4
Quebec,Influenza,1,2024-01-06,"13,858","2,428",17.5
Quebec,Influenza,2,2024-01-13,"12,702","1,970",15.5
Quebec,Influenza,3,2024-01-20,"11,099","1,674",15.1
Quebec,Influenza,4,2024-01-27,"11,277","2,022",17.9
Quebec,Influenza,5,2024-02-03,"12,036","2,372",19.7
Quebec,Influenza,6,2024-02-10,"11,857","2,260",19.1
Quebec,Influenza,7,2024-02-17,"11,966","2,170",18.1
Quebec,Influenza,8,2024-02-24,"11,748","1,980",16.9
Quebec,Influenza,9,2024-03-02,"11,373","1,729",15.2
Quebec,Influenza,10,2024-03-09,"10,775","1,520",14.1
Quebec,Influenza,11,2024-03-16,"9,835","1,149",11.7
Quebec,Influenza,12,2024-03-23,"9,578",897,9.4
Quebec,Influenza,13,2024-03-30,"9,561",972,10.2
Quebec,Influenza,14,2024-04-06,"9,682","1,035",10.7
Quebec,Influenza,15,2024-04-13,"9,725",967,9.9
Quebec,Influenza,16,2024-04-20,"8,648",695,8
Quebec,Influenza,17,2024-04-27,"8,474",617,7.3
Quebec,Influenza,18,2024-05-04,"8,454",558,6.6
Quebec,Influenza,19,2024-05-11,"8,466",441,5.2
Quebec,Influenza,20,2024-05-18,"7,668",301,3.9
Quebec,Influenza,21,2024-05-25,"6,659",149,2.2
Quebec,Influenza,22,2024-06-01,"5,781",77,1.3
Quebec,Influenza,23,2024-06-08,"5,594",50,0.9
Quebec,Influenza,24,2024-06-15,"5,245",40,0.8
Quebec,Influenza,25,2024-06-22,"5,132",34,0.7
Quebec,Influenza,26,2024-06-29,"4,491",32,0.7
Quebec,Influenza,27,2024-07-06,"4,320",16,0.4
Quebec,Influenza,28,2024-07-13,"4,481",17,0.4
Quebec,Influenza,29,2024-07-20,"4,590",13,0.3
Quebec,Influenza,30,2024-07-27,"4,686",8,0.2
Quebec,Influenza,31,2024-08-03,"4,669",14,0.3
Quebec,Influenza,32,2024-08-10,"5,476",20,0.4
Quebec,Influenza,33,2024-08-17,"5,619",11,0.2
Quebec,Influenza,34,2024-08-24,"5,702",9,0.2
Quebec,Influenza A,35,2023-09-02,"3,339",8,0.2
Quebec,Influenza A,36,2023-09-09,"3,649",7,0.2
Quebec,Influenza A,37,2023-09-16,"4,174",17,0.4
Quebec,Influenza A,38,2023-09-23,"4,734",14,0.3
Quebec,Influenza A,39,2023-09-30,"4,847",10,0.2
Quebec,Influenza A,40,2023-10-07,"5,628",21,0.4
Quebec,Influenza A,41,2023-10-14,"4,978",11,0.2
Quebec,Influenza A,42,2023-10-21,"5,110",19,0.4
Quebec,Influenza A,43,2023-10-28,"5,450",35,0.6
Quebec,Influenza A,44,2023-11-04,"5,705",36,0.6
Quebec,Influenza A,45,2023-11-11,"5,970",50,0.8
Quebec,Influenza A,46,2023-11-18,"6,454",88,1.4
Quebec,Influenza A,47,2023-11-25,"6,561",134,2
Quebec,Influenza A,48,2023-12-02,"7,199",272,3.8
Quebec,Influenza A,49,2023-12-09,"8,141",581,7.1
Quebec,Influenza A,50,2023-12-16,"10,087","1,173",11.6
Quebec,Influenza A,51,2023-12-23,"12,090","1,859",15.4
Quebec,Influenza A,52,2023-12-30,"13,501","2,615",19.4
Quebec,Influenza A,1,2024-01-06,"13,858","2,397",17.3
Quebec,Influenza A,2,2024-01-13,"12,702","1,946",15.3
Quebec,Influenza A,3,2024-01-20,"11,099","1,634",14.7
Quebec,Influenza A,4,2024-01-27,"11,277","1,990",17.6
Quebec,Influenza A,5,2024-02-03,"12,036","2,298",19.1
Quebec,Influenza A,6,2024-02-10,"11,857","2,135",18
Quebec,Influenza A,7,2024-02-17,"11,966","1,987",16.6
Quebec,Influenza A,8,2024-02-24,"11,748","1,671",14.2
Quebec,Influenza A,9,2024-03-02,"11,373","1,242",10.9
Quebec,Influenza A,10,2024-03-09,"10,775",952,8.8
Quebec,Influenza A,11,2024-03-16,"9,835",595,6
Quebec,Influenza A,12,2024-03-23,"9,578",366,3.8
Quebec,Influenza A,13,2024-03-30,"9,561",335,3.5
Quebec,Influenza A,14,2024-04-06,"9,682",247,2.6
Quebec,Influenza A,15,2024-04-13,"9,725",191,2
Quebec,Influenza A,16,2024-04-20,"8,648",92,1.1
Quebec,Influenza A,17,2024-04-27,"8,474",66,0.8
Quebec,Influenza A,18,2024-05-04,"8,454",61,0.7
Quebec,Influenza A,19,2024-05-11,"8,466",55,0.6
Quebec,Influenza A,20,2024-05-18,"7,668",26,0.3
Quebec,Influenza A,21,2024-05-25,"6,659",24,0.4
Quebec,Influenza A,22,2024-06-01,"5,781",15,0.3
Quebec,Influenza A,23,2024-06-08,"5,594",21,0.4
Quebec,Influenza A,24,2024-06-15,"5,245",17,0.3
Quebec,Influenza A,25,2024-06-22,"5,132",19,0.4
Quebec,Influenza A,26,2024-06-29,"4,491",21,0.5
Quebec,Influenza A,27,2024-07-06,"4,320",15,0.3
Quebec,Influenza A,28,2024-07-13,"4,481",14,0.3
Quebec,Influenza A,29,2024-07-20,"4,590",9,0.2
Quebec,Influenza A,30,2024-07-27,"4,686",7,0.1
Quebec,Influenza A,31,2024-08-03,"4,669",10,0.2
Quebec,Influenza A,32,2024-08-10,"5,476",15,0.3
Quebec,Influenza A,33,2024-08-17,"5,619",6,0.1
Quebec,Influenza A,34,2024-08-24,"5,702",5,0.1
Quebec,Influenza B,35,2023-09-02,"3,339",5,0.1
Quebec,Influenza B,36,2023-09-09,"3,649",1,0
Quebec,Influenza B,37,2023-09-16,"4,174",3,0.1
Quebec,Influenza B,38,2023-09-23,"4,734",0,0
Quebec,Influenza B,39,2023-09-30,"4,847",4,0.1
Quebec,Influenza B,40,2023-10-07,"5,628",2,0
Quebec,Influenza B,41,2023-10-14,"4,978",3,0.1
Quebec,Influenza B,42,2023-10-21,"5,110",1,0
Quebec,Influenza B,43,2023-10-28,"5,450",6,0.1
Quebec,Influenza B,44,2023-11-04,"5,705",4,0.1
Quebec,Influenza B,45,2023-11-11,"5,970",4,0.1
Quebec,Influenza B,46,2023-11-18,"6,454",6,0.1
Quebec,Influenza B,47,2023-11-25,"6,561",4,0.1
Quebec,Influenza B,48,2023-12-02,"7,199",11,0.2
Quebec,Influenza B,49,2023-12-09,"8,141",10,0.1
Quebec,Influenza B,50,2023-12-16,"10,087",12,0.1
Quebec,Influenza B,51,2023-12-23,"12,090",14,0.1
Quebec,Influenza B,52,2023-12-30,"13,501",9,0.1
Quebec,Influenza B,1,2024-01-06,"13,858",31,0.2
Quebec,Influenza B,2,2024-01-13,"12,702",24,0.2
Quebec,Influenza B,3,2024-01-20,"11,099",40,0.4
Quebec,Influenza B,4,2024-01-27,"11,277",32,0.3
Quebec,Influenza B,5,2024-02-03,"12,036",74,0.6
Quebec,Influenza B,6,2024-02-10,"11,857",125,1.1
Quebec,Influenza B,7,2024-02-17,"11,966",183,1.5
Quebec,Influenza B,8,2024-02-24,"11,748",309,2.6
Quebec,Influenza B,9,2024-03-02,"11,373",487,4.3
Quebec,Influenza B,10,2024-03-09,"10,775",568,5.3
Quebec,Influenza B,11,2024-03-16,"9,835",554,5.6
Quebec,Influenza B,12,2024-03-23,"9,578",531,5.5
Quebec,Influenza B,13,2024-03-30,"9,561",637,6.7
Quebec,Influenza B,14,2024-04-06,"9,682",788,8.1
Quebec,Influenza B,15,2024-04-13,"9,725",776,8
Quebec,Influenza B,16,2024-04-20,"8,648",603,7
Quebec,Influenza B,17,2024-04-27,"8,474",551,6.5
Quebec,Influenza B,18,2024-05-04,"8,454",497,5.9
Quebec,Influenza B,19,2024-05-11,"8,466",386,4.6
Quebec,Influenza B,20,2024-05-18,"7,668",275,3.6
Quebec,Influenza B,21,2024-05-25,"6,659",125,1.9
Quebec,Influenza B,22,2024-06-01,"5,781",62,1.1
Quebec,Influenza B,23,2024-06-08,"5,594",29,0.5
Quebec,Influenza B,24,2024-06-15,"5,245",23,0.4
Quebec,Influenza B,25,2024-06-22,"5,132",15,0.3
Quebec,Influenza B,26,2024-06-29,"4,491",11,0.2
Quebec,Influenza B,27,2024-07-06,"4,320",1,0
Quebec,Influenza B,28,2024-07-13,"4,481",3,0.1
Quebec,Influenza B,29,2024-07-20,"4,590",4,0.1
Quebec,Influenza B,30,2024-07-27,"4,686",1,0
Quebec,Influenza B,31,2024-08-03,"4,669",4,0.1
Quebec,Influenza B,32,2024-08-10,"5,476",5,0.1
Quebec,Influenza B,33,2024-08-17,"5,619",5,0.1
Quebec,Influenza B,34,2024-08-24,"5,702",4,0.1
Quebec,RSV,35,2023-09-02,"2,540",29,1.1
Quebec,RSV,36,2023-09-09,"2,750",45,1.6
Quebec,RSV,37,2023-09-16,"3,181",53,1.7
Quebec,RSV,38,2023-09-23,"3,652",83,2.3
Quebec,RSV,39,2023-09-30,"3,788",90,2.4
Quebec,RSV,40,2023-10-07,"4,333",119,2.7
Quebec,RSV,41,2023-10-14,"3,897",144,3.7
Quebec,RSV,42,2023-10-21,"3,889",186,4.8
Quebec,RSV,43,2023-10-28,"4,234",264,6.2
Quebec,RSV,44,2023-11-04,"4,506",310,6.9
Quebec,RSV,45,2023-11-11,"4,680",373,8
Quebec,RSV,46,2023-11-18,"4,910",498,10.1
Quebec,RSV,47,2023-11-25,"4,975",588,11.8
Quebec,RSV,48,2023-12-02,"5,533",634,11.5
Quebec,RSV,49,2023-12-09,"5,930",659,11.1
Quebec,RSV,50,2023-12-16,"7,537",733,9.7
Quebec,RSV,51,2023-12-23,"8,774",802,9.1
Quebec,RSV,52,2023-12-30,"9,849",742,7.5
Quebec,RSV,1,2024-01-06,"9,953",728,7.3
Quebec,RSV,2,2024-01-13,"9,029",554,6.1
Quebec,RSV,3,2024-01-20,"7,837",456,5.8
Quebec,RSV,4,2024-01-27,"7,786",427,5.5
Quebec,RSV,5,2024-02-03,"7,985",405,5.1
Quebec,RSV,6,2024-02-10,"7,832",360,4.6
Quebec,RSV,7,2024-02-17,"7,969",363,4.6
Quebec,RSV,8,2024-02-24,"8,169",372,4.6
Quebec,RSV,9,2024-03-02,"8,150",325,4
Quebec,RSV,10,2024-03-09,"7,381",302,4.1
Quebec,RSV,11,2024-03-16,"6,559",235,3.6
Quebec,RSV,12,2024-03-23,"6,480",216,3.3
Quebec,RSV,13,2024-03-30,"6,609",250,3.8
Quebec,RSV,14,2024-04-06,"6,714",206,3.1
Quebec,RSV,15,2024-04-13,"6,642",171,2.6
Quebec,RSV,16,2024-04-20,"6,130",154,2.5
Quebec,RSV,17,2024-04-27,"5,837",152,2.6
Quebec,RSV,18,2024-05-04,"5,969",159,2.7
Quebec,RSV,19,2024-05-11,"6,002",134,2.2
Quebec,RSV,20,2024-05-18,"5,699",102,1.8
Quebec,RSV,21,2024-05-25,"5,180",102,2
Quebec,RSV,22,2024-06-01,"4,528",61,1.3
Quebec,RSV,23,2024-06-08,"4,422",41,0.9
Quebec,RSV,24,2024-06-15,"4,105",42,1
Quebec,RSV,25,2024-06-22,"3,969",44,1.1
Quebec,RSV,26,2024-06-29,"3,591",39,1.1
Quebec,RSV,27,2024-07-06,"3,579",29,0.8
Quebec,RSV,28,2024-07-13,"3,697",40,1.1
Quebec,RSV,29,2024-07-20,"3,807",46,1.2
Quebec,RSV,30,2024-07-27,"3,966",30,0.8
Quebec,RSV,31,2024-08-03,"3,891",35,0.9
Quebec,RSV,32,2024-08-10,"4,672",48,1
Quebec,RSV,33,2024-08-17,"4,758",43,0.9
Quebec,RSV,34,2024-08-24,"4,826",37,0.8
Quebec,HPIV,35,2023-09-02,847,33,3.9
Quebec,HPIV,36,2023-09-09,868,19,2.2
Quebec,HPIV,37,2023-09-16,"1,053",23,2.2
Quebec,HPIV,38,2023-09-23,"1,122",32,2.9
Quebec,HPIV,39,2023-09-30,"1,117",21,1.9
Quebec,HPIV,40,2023-10-07,"1,178",24,2
Quebec,HPIV,41,2023-10-14,"1,094",15,1.4
Quebec,HPIV,42,2023-10-21,"1,050",16,1.5
Quebec,HPIV,43,2023-10-28,"1,063",21,2
Quebec,HPIV,44,2023-11-04,"1,067",22,2.1
Quebec,HPIV,45,2023-11-11,"1,257",23,1.8
Quebec,HPIV,46,2023-11-18,"1,426",19,1.3
Quebec,HPIV,47,2023-11-25,"1,442",15,1
Quebec,HPIV,48,2023-12-02,"1,587",21,1.3
Quebec,HPIV,49,2023-12-09,"1,630",18,1.1
Quebec,HPIV,50,2023-12-16,"1,664",12,0.7
Quebec,HPIV,51,2023-12-23,"1,857",10,0.5
Quebec,HPIV,52,2023-12-30,"2,004",17,0.8
Quebec,HPIV,1,2024-01-06,"2,046",12,0.6
Quebec,HPIV,2,2024-01-13,"1,882",10,0.5
Quebec,HPIV,3,2024-01-20,"1,843",9,0.5
Quebec,HPIV,4,2024-01-27,"1,793",5,0.3
Quebec,HPIV,5,2024-02-03,"1,833",10,0.5
Quebec,HPIV,6,2024-02-10,"1,832",9,0.5
Quebec,HPIV,7,2024-02-17,"1,863",10,0.5
Quebec,HPIV,8,2024-02-24,"1,825",29,1.6
Quebec,HPIV,9,2024-03-02,"1,800",20,1.1
Quebec,HPIV,10,2024-03-09,"1,681",31,1.8
Quebec,HPIV,11,2024-03-16,"1,433",27,1.9
Quebec,HPIV,12,2024-03-23,"1,588",37,2.3
Quebec,HPIV,13,2024-03-30,"1,540",57,3.7
Quebec,HPIV,14,2024-04-06,"1,640",57,3.5
Quebec,HPIV,15,2024-04-13,"1,621",70,4.3
Quebec,HPIV,16,2024-04-20,"1,604",50,3.1
Quebec,HPIV,17,2024-04-27,"1,588",81,5.1
Quebec,HPIV,18,2024-05-04,"1,558",87,5.6
Quebec,HPIV,19,2024-05-11,"1,654",87,5.3
Quebec,HPIV,20,2024-05-18,"1,540",74,4.8
Quebec,HPIV,21,2024-05-25,"1,553",80,5.2
Quebec,HPIV,22,2024-06-01,"1,439",63,4.4
Quebec,HPIV,23,2024-06-08,"1,368",71,5.2
Quebec,HPIV,24,2024-06-15,"1,280",60,4.7
Quebec,HPIV,25,2024-06-22,"1,170",45,3.8
Quebec,HPIV,26,2024-06-29,"1,064",43,4
Quebec,HPIV,27,2024-07-06,"1,026",29,2.8
Quebec,HPIV,28,2024-07-13,"1,117",33,3
Quebec,HPIV,29,2024-07-20,"1,240",21,1.7
Quebec,HPIV,30,2024-07-27,"1,229",18,1.5
Quebec,HPIV,31,2024-08-03,"1,140",26,2.3
Quebec,HPIV,32,2024-08-10,"1,489",17,1.1
Quebec,HPIV,33,2024-08-17,"1,464",21,1.4
Quebec,HPIV,34,2024-08-24,"1,439",24,1.7
Quebec,ADV,35,2023-09-02,851,23,2.7
Quebec,ADV,36,2023-09-09,879,20,2.3
Quebec,ADV,37,2023-09-16,"1,071",26,2.4
Quebec,ADV,38,2023-09-23,"1,134",12,1.1
Quebec,ADV,39,2023-09-30,"1,129",23,2
Quebec,ADV,40,2023-10-07,"1,195",34,2.8
Quebec,ADV,41,2023-10-14,"1,111",38,3.4
Quebec,ADV,42,2023-10-21,"1,058",38,3.6
Quebec,ADV,43,2023-10-28,"1,077",39,3.6
Quebec,ADV,44,2023-11-04,"1,085",42,3.9
Quebec,ADV,45,2023-11-11,"1,274",38,3
Quebec,ADV,46,2023-11-18,"1,437",62,4.3
Quebec,ADV,47,2023-11-25,"1,461",58,4
Quebec,ADV,48,2023-12-02,"1,613",62,3.8
Quebec,ADV,49,2023-12-09,"1,652",62,3.8
Quebec,ADV,50,2023-12-16,"1,681",52,3.1
Quebec,ADV,51,2023-12-23,"1,875",49,2.6
Quebec,ADV,52,2023-12-30,"2,010",50,2.5
Quebec,ADV,1,2024-01-06,"2,050",45,2.2
Quebec,ADV,2,2024-01-13,"1,901",44,2.3
Quebec,ADV,3,2024-01-20,"1,851",22,1.2
Quebec,ADV,4,2024-01-27,"1,807",42,2.3
Quebec,ADV,5,2024-02-03,"1,841",47,2.6
Quebec,ADV,6,2024-02-10,"1,852",48,2.6
Quebec,ADV,7,2024-02-17,"1,875",37,2
Quebec,ADV,8,2024-02-24,"1,837",37,2
Quebec,ADV,9,2024-03-02,"1,822",41,2.3
Quebec,ADV,10,2024-03-09,"1,708",29,1.7
Quebec,ADV,11,2024-03-16,"1,458",29,2
Quebec,ADV,12,2024-03-23,"1,614",24,1.5
Quebec,ADV,13,2024-03-30,"1,565",48,3.1
Quebec,ADV,14,2024-04-06,"1,657",50,3
Quebec,ADV,15,2024-04-13,"1,637",35,2.1
Quebec,ADV,16,2024-04-20,"1,623",37,2.3
Quebec,ADV,17,2024-04-27,"1,602",43,2.7
Quebec,ADV,18,2024-05-04,"1,583",41,2.6
Quebec,ADV,19,2024-05-11,"1,666",38,2.3
Quebec,ADV,20,2024-05-18,"1,562",44,2.8
Quebec,ADV,21,2024-05-25,"1,564",38,2.4
Quebec,ADV,22,2024-06-01,"1,451",30,2.1
Quebec,ADV,23,2024-06-08,"1,372",39,2.8
Quebec,ADV,24,2024-06-15,"1,279",29,2.3
Quebec,ADV,25,2024-06-22,"1,169",21,1.8
Quebec,ADV,26,2024-06-29,"1,062",25,2.4
Quebec,ADV,27,2024-07-06,"1,025",25,2.4
Quebec,ADV,28,2024-07-13,"1,117",30,2.7
Quebec,ADV,29,2024-07-20,"1,240",32,2.6
Quebec,ADV,30,2024-07-27,"1,229",24,2
Quebec,ADV,31,2024-08-03,"1,138",19,1.7
Quebec,ADV,32,2024-08-10,"1,500",26,1.7
Quebec,ADV,33,2024-08-17,"1,480",25,1.7
Quebec,ADV,34,2024-08-24,"1,451",21,1.4
Quebec,HMPV,35,2023-09-02,848,12,1.4
Quebec,HMPV,36,2023-09-09,867,12,1.4
Quebec,HMPV,37,2023-09-16,"1,053",8,0.8
Quebec,HMPV,38,2023-09-23,"1,124",12,1.1
Quebec,HMPV,39,2023-09-30,"1,118",10,0.9
Quebec,HMPV,40,2023-10-07,"1,180",9,0.8
Quebec,HMPV,41,2023-10-14,"1,096",11,1
Quebec,HMPV,42,2023-10-21,"1,050",14,1.3
Quebec,HMPV,43,2023-10-28,"1,066",15,1.4
Quebec,HMPV,44,2023-11-04,"1,070",21,2
Quebec,HMPV,45,2023-11-11,"1,256",27,2.1
Quebec,HMPV,46,2023-11-18,"1,426",34,2.4
Quebec,HMPV,47,2023-11-25,"1,442",37,2.6
Quebec,HMPV,48,2023-12-02,"1,585",37,2.3
Quebec,HMPV,49,2023-12-09,"1,635",39,2.4
Quebec,HMPV,50,2023-12-16,"1,669",42,2.5
Quebec,HMPV,51,2023-12-23,"1,857",46,2.5
Quebec,HMPV,52,2023-12-30,"2,006",43,2.1
Quebec,HMPV,1,2024-01-06,"2,048",44,2.1
Quebec,HMPV,2,2024-01-13,"1,887",30,1.6
Quebec,HMPV,3,2024-01-20,"1,837",43,2.3
Quebec,HMPV,4,2024-01-27,"1,793",32,1.8
Quebec,HMPV,5,2024-02-03,"1,831",45,2.5
Quebec,HMPV,6,2024-02-10,"1,828",48,2.6
Quebec,HMPV,7,2024-02-17,"1,864",69,3.7
Quebec,HMPV,8,2024-02-24,"1,825",51,2.8
Quebec,HMPV,9,2024-03-02,"1,802",90,5
Quebec,HMPV,10,2024-03-09,"1,677",95,5.7
Quebec,HMPV,11,2024-03-16,"1,433",81,5.7
Quebec,HMPV,12,2024-03-23,"1,589",87,5.5
Quebec,HMPV,13,2024-03-30,"1,536",106,6.9
Quebec,HMPV,14,2024-04-06,"1,639",115,7
Quebec,HMPV,15,2024-04-13,"1,615",93,5.8
Quebec,HMPV,16,2024-04-20,"1,605",122,7.6
Quebec,HMPV,17,2024-04-27,"1,588",98,6.2
Quebec,HMPV,18,2024-05-04,"1,554",83,5.3
Quebec,HMPV,19,2024-05-11,"1,652",89,5.4
Quebec,HMPV,20,2024-05-18,"1,539",63,4.1
Quebec,HMPV,21,2024-05-25,"1,553",45,2.9
Quebec,HMPV,22,2024-06-01,"1,440",64,4.4
Quebec,HMPV,23,2024-06-08,"1,364",48,3.5
Quebec,HMPV,24,2024-06-15,"1,279",34,2.7
Quebec,HMPV,25,2024-06-22,"1,170",28,2.4
Quebec,HMPV,26,2024-06-29,"1,060",26,2.5
Quebec,HMPV,27,2024-07-06,"1,024",24,2.3
Quebec,HMPV,28,2024-07-13,"1,117",14,1.3
Quebec,HMPV,29,2024-07-20,"1,238",14,1.1
Quebec,HMPV,30,2024-07-27,"1,223",12,1
Quebec,HMPV,31,2024-08-03,"1,137",10,0.9
Quebec,HMPV,32,2024-08-10,"1,486",7,0.5
Quebec,HMPV,33,2024-08-17,"1,461",6,0.4
Quebec,HMPV,34,2024-08-24,"1,434",6,0.4
Quebec,EV/RV,35,2023-09-02,N/A,N/A,N/A
Quebec,EV/RV,36,2023-09-09,N/A,N/A,N/A
Quebec,EV/RV,37,2023-09-16,N/A,N/A,N/A
Quebec,EV/RV,38,2023-09-23,N/A,N/A,N/A
Quebec,EV/RV,39,2023-09-30,N/A,N/A,N/A
Quebec,EV/RV,40,2023-10-07,N/A,N/A,N/A
Quebec,EV/RV,41,2023-10-14,N/A,N/A,N/A
Quebec,EV/RV,42,2023-10-21,N/A,N/A,N/A
Quebec,EV/RV,43,2023-10-28,N/A,N/A,N/A
Quebec,EV/RV,44,2023-11-04,N/A,N/A,N/A
Quebec,EV/RV,45,2023-11-11,N/A,N/A,N/A
Quebec,EV/RV,46,2023-11-18,N/A,N/A,N/A
Quebec,EV/RV,47,2023-11-25,N/A,N/A,N/A
Quebec,EV/RV,48,2023-12-02,N/A,N/A,N/A
Quebec,EV/RV,49,2023-12-09,N/A,N/A,N/A
Quebec,EV/RV,50,2023-12-16,N/A,N/A,N/A
Quebec,EV/RV,51,2023-12-23,N/A,N/A,N/A
Quebec,EV/RV,52,2023-12-30,N/A,N/A,N/A
Quebec,EV/RV,1,2024-01-06,N/A,N/A,N/A
Quebec,EV/RV,2,2024-01-13,N/A,N/A,N/A
Quebec,EV/RV,3,2024-01-20,N/A,N/A,N/A
Quebec,EV/RV,4,2024-01-27,N/A,N/A,N/A
Quebec,EV/RV,5,2024-02-03,N/A,N/A,N/A
Quebec,EV/RV,6,2024-02-10,N/A,N/A,N/A
Quebec,EV/RV,7,2024-02-17,N/A,N/A,N/A
Quebec,EV/RV,8,2024-02-24,N/A,N/A,N/A
Quebec,EV/RV,9,2024-03-02,N/A,N/A,N/A
Quebec,EV/RV,10,2024-03-09,N/A,N/A,N/A
Quebec,EV/RV,11,2024-03-16,N/A,N/A,N/A
Quebec,EV/RV,12,2024-03-23,N/A,N/A,N/A
Quebec,EV/RV,13,2024-03-30,N/A,N/A,N/A
Quebec,EV/RV,14,2024-04-06,N/A,N/A,N/A
Quebec,EV/RV,15,2024-04-13,N/A,N/A,N/A
Quebec,EV/RV,16,2024-04-20,N/A,N/A,N/A
Quebec,EV/RV,17,2024-04-27,N/A,N/A,N/A
Quebec,EV/RV,18,2024-05-04,N/A,N/A,N/A
Quebec,EV/RV,19,2024-05-11,N/A,N/A,N/A
Quebec,EV/RV,20,2024-05-18,N/A,N/A,N/A
Quebec,EV/RV,21,2024-05-25,N/A,N/A,N/A
Quebec,EV/RV,22,2024-06-01,N/A,N/A,N/A
Quebec,EV/RV,23,2024-06-08,N/A,N/A,N/A
Quebec,EV/RV,24,2024-06-15,N/A,N/A,N/A
Quebec,EV/RV,25,2024-06-22,N/A,N/A,N/A
Quebec,EV/RV,26,2024-06-29,N/A,N/A,N/A
Quebec,EV/RV,27,2024-07-06,N/A,N/A,N/A
Quebec,EV/RV,28,2024-07-13,N/A,N/A,N/A
Quebec,EV/RV,29,2024-07-20,N/A,N/A,N/A
Quebec,EV/RV,30,2024-07-27,N/A,N/A,N/A
Quebec,EV/RV,31,2024-08-03,N/A,N/A,N/A
Quebec,EV/RV,32,2024-08-10,N/A,N/A,N/A
Quebec,EV/RV,33,2024-08-17,N/A,N/A,N/A
Quebec,EV/RV,34,2024-08-24,N/A,N/A,N/A
Quebec,HCoV,35,2023-09-02,847,4,0.5
Quebec,HCoV,36,2023-09-09,868,7,0.8
Quebec,HCoV,37,2023-09-16,"1,053",5,0.5
Quebec,HCoV,38,2023-09-23,"1,122",9,0.8
Quebec,HCoV,39,2023-09-30,"1,117",5,0.4
Quebec,HCoV,40,2023-10-07,"1,178",1,0.1
Quebec,HCoV,41,2023-10-14,"1,094",8,0.7
Quebec,HCoV,42,2023-10-21,"1,050",5,0.5
Quebec,HCoV,43,2023-10-28,"1,065",4,0.4
Quebec,HCoV,44,2023-11-04,"1,067",3,0.3
Quebec,HCoV,45,2023-11-11,"1,187",6,0.5
Quebec,HCoV,46,2023-11-18,"1,324",13,1
Quebec,HCoV,47,2023-11-25,"1,357",13,1
Quebec,HCoV,48,2023-12-02,"1,518",16,1.1
Quebec,HCoV,49,2023-12-09,"1,523",25,1.6
Quebec,HCoV,50,2023-12-16,"1,583",25,1.6
Quebec,HCoV,51,2023-12-23,"1,765",37,2.1
Quebec,HCoV,52,2023-12-30,"1,885",56,3
Quebec,HCoV,1,2024-01-06,"1,861",39,2.1
Quebec,HCoV,2,2024-01-13,"1,719",43,2.5
Quebec,HCoV,3,2024-01-20,"1,698",71,4.2
Quebec,HCoV,4,2024-01-27,"1,640",90,5.5
Quebec,HCoV,5,2024-02-03,"1,647",84,5.1
Quebec,HCoV,6,2024-02-10,"1,653",157,9.5
Quebec,HCoV,7,2024-02-17,"1,700",138,8.1
Quebec,HCoV,8,2024-02-24,"1,644",169,10.3
Quebec,HCoV,9,2024-03-02,"1,643",123,7.5
Quebec,HCoV,10,2024-03-09,"1,522",106,7
Quebec,HCoV,11,2024-03-16,"1,287",94,7.3
Quebec,HCoV,12,2024-03-23,"1,455",90,6.2
Quebec,HCoV,13,2024-03-30,"1,418",84,5.9
Quebec,HCoV,14,2024-04-06,"1,495",94,6.3
Quebec,HCoV,15,2024-04-13,"1,508",84,5.6
Quebec,HCoV,16,2024-04-20,"1,452",64,4.4
Quebec,HCoV,17,2024-04-27,"1,450",70,4.8
Quebec,HCoV,18,2024-05-04,"1,466",42,2.9
Quebec,HCoV,19,2024-05-11,"1,530",48,3.1
Quebec,HCoV,20,2024-05-18,"1,437",34,2.4
Quebec,HCoV,21,2024-05-25,"1,442",28,1.9
Quebec,HCoV,22,2024-06-01,"1,326",19,1.4
Quebec,HCoV,23,2024-06-08,"1,264",19,1.5
Quebec,HCoV,24,2024-06-15,"1,159",8,0.7
Quebec,HCoV,25,2024-06-22,"1,096",8,0.7
Quebec,HCoV,26,2024-06-29,998,8,0.8
Quebec,HCoV,27,2024-07-06,966,11,1.1
Quebec,HCoV,28,2024-07-13,"1,064",7,0.7
